user_id,signup_date,user_segment,avg_monthly_spend,base_churn_prob,tenure_days,lifetime_value
26,2023-06-24,medium,493.55309058398905,0.0319111753265133,557,15466.465447730532
27,2023-04-20,low,151.6087003376876,0.0566404533035503,622,2676.6858578122387
28,2024-12-17,medium,604.9071194536826,0.032751865160668955,15,18469.39453634852
29,2023-12-01,medium,538.5774261589237,0.027291092849819554,397,19734.54962476831
30,2023-12-02,low,185.8462226627288,0.047629707889566414,396,3901.897175049431
31,2024-02-27,medium,466.35827172007953,0.027121737477414785,309,17194.999844992686
32,2023-11-14,low,251.83342837596123,0.04172703322641121,414,6035.258414119956
33,2023-09-11,low,277.5121859771668,0.04350049445795507,478,6379.517967212836
34,2023-06-19,high,2955.7220340733907,0.019884680480870744,562,148643.1746749375
35,2024-09-11,high,1676.4514907305338,0.019878210726322627,112,84336.13637622753
36,2024-08-24,medium,734.5342586403631,0.025824302769466657,130,28443.527215334503
37,2023-07-05,low,289.4657127257236,0.040850287718091884,546,7086.014050214982
38,2024-09-22,low,136.38285874782144,0.05169191081693349,101,2638.3791311336954
39,2023-01-26,medium,340.3685892000068,0.02661727756989369,706,12787.505720907815
40,2023-05-15,low,290.69835742244777,0.05989375769775216,597,4853.5668589943525
41,2023-07-12,low,259.6273083560594,0.05030418782929406,539,5161.147005038584
42,2023-11-25,low,280.06018713833504,0.042237975417671374,403,6630.530568024443
43,2024-12-12,low,288.57837384900176,0.04703105854910864,20,6135.910667366237
44,2023-08-03,high,2695.276660713028,0.016683734059853912,517,161551.16420841755
45,2023-11-07,low,292.0548608111444,0.05729355895591636,421,5097.516477128983
46,2024-09-16,medium,743.948906775453,0.031317543561200305,107,23755.021057818234
47,2023-12-01,low,266.63170619525516,0.055142623015226766,397,4835.310538666778
48,2024-06-13,medium,380.81156545194364,0.03148596891353243,202,12094.643379015522
49,2023-07-08,medium,374.0877732600793,0.0336945612188553,543,11102.319179355918
50,2023-02-25,low,113.1899598679937,0.05974093340386551,676,1894.6801366961868
51,2023-12-30,high,1681.3786655029653,0.011706293537014356,368,143630.31818624583
52,2023-03-24,medium,767.8374918306115,0.025454259862298483,649,30165.38276832367
53,2023-08-29,high,1834.2323959197636,0.01770227127924503,491,103615.65287219972
54,2023-04-13,high,1496.851045949742,0.015288346699028012,629,97907.97366237824
55,2024-05-11,medium,650.206508156901,0.03451976421001321,235,18835.774896987692
56,2023-10-09,high,1025.9458063962659,0.011572267037149198,450,88655.55928693859
57,2023-09-06,low,201.77417903881337,0.048369499223000934,483,4171.516808734389
58,2024-01-16,low,182.1592321367333,0.045939230058723066,351,3965.2217049324363
59,2024-04-01,low,212.13695970179123,0.05766576672331432,275,3678.7330119036474
60,2023-05-30,low,132.18486810757278,0.044305726589915155,582,2983.471399330592
61,2023-03-04,low,234.16469955991715,0.04112395308574608,669,5694.119411907429
62,2023-02-12,low,234.7528399126013,0.046289123017266745,689,5071.447126467138
63,2024-08-10,medium,478.9269657000075,0.029055493738229004,144,16483.181115930303
64,2024-04-26,low,169.91751229834296,0.05682419242559064,250,2990.2318897157083
65,2024-01-21,low,289.2136914800618,0.05096022950632377,346,5675.282358062626
66,2024-07-18,medium,590.9392494174697,0.02570483108013435,167,22989.42356692511
67,2023-04-18,low,242.63838567220012,0.05168197745928168,624,4694.835561649435
68,2024-06-27,medium,325.19726190380015,0.026984256670717036,188,12051.370021865378
69,2023-09-02,low,140.38868407851254,0.043419359038867185,487,3233.320048618002
70,2024-12-29,high,2249.0211001701095,0.01928439615355769,3,116623.87985921965
71,2023-09-12,medium,681.4876626791797,0.029773734852139133,477,22888.88733857376
72,2023-10-21,low,180.8102595968964,0.04772916210618445,438,3788.255473553937
73,2023-05-12,low,220.249391539165,0.04718441317889073,600,4667.842126257485
74,2024-08-16,medium,413.06098559435856,0.03102842906575583,138,13312.339619869073
75,2023-02-10,medium,495.3527067137866,0.02514124829143834,691,19702.78885804072
76,2024-07-13,medium,311.11555678338726,0.027741366111544187,172,11214.860707740014
77,2024-01-30,medium,556.2110997534319,0.02854239507667989,337,19487.190835217447
78,2024-03-20,low,104.81103047751039,0.04446303527506481,287,2357.2621578601306
79,2023-03-11,low,119.28386173492322,0.05897264002722833,662,2022.6983509615395
80,2023-09-10,low,162.5668151257053,0.040295327431909916,479,4034.3837731659287
81,2024-12-20,high,2253.23915436846,0.012324479405078172,12,182826.31503607662
82,2024-10-09,medium,583.368127515502,0.02650745454609488,84,22007.700758330444
83,2024-10-20,low,296.8026470244929,0.059405183731306654,73,4996.241546309321
84,2024-10-06,low,231.19667033806118,0.054144052436441215,87,4270.028930868428
85,2023-08-20,low,185.17577825833027,0.05924358690836337,500,3125.667906380414
86,2023-08-06,low,184.7479240742402,0.0447893599481612,514,4124.817239810209
87,2024-12-29,medium,357.689304801952,0.027081253003143856,3,13208.004251517754
88,2023-10-08,medium,586.106751964361,0.027450917179392992,451,21351.08084491774
89,2024-10-10,high,2239.3487425845988,0.013821845198850467,83,162015.18034443335
90,2023-04-09,low,277.37458108344885,0.05116956134931155,633,5420.694916455068
91,2024-12-05,low,224.52081062025522,0.05113119605985354,27,4391.07292458862
92,2024-07-31,medium,742.7843870955121,0.025634195679291916,154,28976.3094730355
93,2023-02-13,medium,333.6743535453726,0.03201740244924749,688,10421.655975193422
94,2023-10-08,medium,683.9819510240891,0.02933589418281968,451,23315.531026992092
95,2023-04-10,medium,476.1526040271317,0.027779450662054134,632,17140.46148067072
96,2023-08-16,low,146.87897716670955,0.0582391717935721,504,2521.996323837158
97,2023-05-20,medium,447.56977318058625,0.03148078795811197,592,14217.235406436403
98,2023-10-12,low,257.4189560767244,0.04043933156895162,447,6365.559124977345
99,2024-01-31,low,106.77482997663732,0.04666274809274738,336,2288.224211836185
100,2024-10-01,low,239.20314886274065,0.04521597270524699,92,5290.235608156735
101,2024-04-05,low,100.29665808645005,0.04576295799887834,271,2191.65592593268
102,2023-09-02,medium,345.06540832175637,0.027194133057923234,487,12688.965211237677
103,2024-12-11,low,166.6380001398595,0.042561147101375034,21,3915.261018293276
104,2024-11-09,medium,653.18236372383,0.027559202320061885,53,23701.062031405098
105,2024-12-26,high,2254.4085584709173,0.015990328528211695,6,140985.7561396234
106,2023-02-24,low,279.60909753874716,0.041758663446893385,677,6695.834455869026
107,2024-12-13,low,142.92162227273295,0.05730356858087952,19,2494.1138189502144
108,2023-10-22,medium,711.0657281928466,0.026921055571820507,437,26412.995816447532
109,2024-04-24,low,121.54720238922482,0.057124829292403874,252,2127.7473192447237
110,2024-12-18,low,135.62761136494095,0.0574221941214159,14,2361.9371122978027
111,2024-11-22,low,292.22293987554815,0.044416132771513406,40,6579.207185344316
112,2023-06-06,low,268.077519984191,0.048476621799645264,575,5530.03716084343
113,2024-11-12,high,2535.312534457691,0.014073955409788431,50,180142.1463005618
114,2023-05-20,medium,335.1977993668585,0.032126952726136644,592,10433.538537695198
115,2024-06-26,medium,375.34431995178954,0.034270250893166994,189,10952.482405859128
116,2024-09-21,high,1719.0418226455427,0.010820001479095795,102,158876.30200113423
117,2023-04-26,medium,414.2400073869972,0.033625176174676946,616,12319.34087824826
118,2024-11-25,low,164.21709392483064,0.05712655989959379,37,2874.6189900715226
119,2023-05-24,high,1179.0308244627277,0.014682181235772945,588,80303.51931564734
120,2024-02-07,medium,739.1297458933082,0.025484048323232568,329,29003.62362048574
121,2024-11-28,medium,452.13859138981024,0.03409851589438786,34,13259.773322399229
122,2024-08-14,high,2112.3579209576947,0.017162321310221346,140,123081.13120453231
123,2023-08-09,low,268.42568771848147,0.050471928525382334,511,5318.316449578308
124,2023-06-06,low,269.07318020432,0.05277529141336816,575,5098.468866742493
125,2024-11-23,low,237.13009011270043,0.04305708910336279,39,5507.341416960312
126,2023-11-24,low,287.8037658469408,0.05592168700869831,404,5146.550135409444
127,2024-02-02,medium,427.09799807357473,0.030799946663830534,334,13866.842132396645
128,2024-06-13,high,1628.2249906945544,0.016604019988099114,202,98062.09531556697
129,2023-09-21,low,298.749368640494,0.0409149279428729,468,7301.720512806967
130,2024-05-14,medium,776.2618189818123,0.025723913321436503,232,30176.66127551947
131,2024-02-20,low,192.1529271681556,0.04964218401186872,316,3870.758932004576
132,2023-12-25,low,153.7448909199617,0.05133398572119373,373,2994.992279675775
133,2023-08-14,low,266.7928292677254,0.04587924362422546,506,5815.109583167837
134,2024-01-04,low,114.08098753042752,0.052645674012825244,363,2166.958438078611
135,2024-10-16,high,2453.839284126154,0.0195452300979607,77,125546.70739753437
136,2023-10-01,low,131.9049293686766,0.0580271973160961,458,2273.1569930930923
137,2024-01-31,medium,541.0617385945562,0.027357582370240417,336,19777.39594355104
138,2023-01-14,medium,781.3742350981347,0.02738429270536323,718,28533.665028533018
139,2023-11-10,low,246.68883714718638,0.055697735568082586,418,4429.064029822976
140,2023-04-13,high,1747.141915332606,0.016899848447269453,629,103382.10551319444
141,2023-03-24,high,2059.449565064352,0.011920327524331177,649,172767.8673979978
142,2024-02-07,low,251.97757642270767,0.05856032289672869,329,4302.87204643784
143,2023-02-07,low,197.72761094382804,0.05988620508133516,694,3301.7221691586897
144,2024-07-29,low,185.59306270697215,0.04959473151342854,156,3742.193112926117
145,2024-07-12,low,234.77950279472694,0.04371540288448687,173,5370.63568681057
146,2023-03-09,low,280.3892019894413,0.05602545594278934,664,5004.675058347799
147,2024-04-18,medium,736.2086431958896,0.031095585795040875,258,23675.664065261
148,2024-10-22,medium,741.8739805897465,0.03179972487278056,71,23329.572301575616
149,2023-10-19,low,202.3121799571519,0.058635816079694314,440,3450.317459250183
150,2024-12-20,low,187.94395376430026,0.05001139710983748,12,3758.0224633902662
151,2023-09-15,high,1172.9962078188491,0.019476590098589604,474,60225.95340771646
152,2024-06-12,low,144.21056169246114,0.04402831848383333,203,3275.4047090263857
153,2024-03-01,low,120.23892084623415,0.04906718902303937,306,2450.495397031533
154,2024-06-02,low,154.72290997561657,0.054815620010628854,213,2822.606219643516
155,2024-04-09,high,1476.5475644489175,0.017207702617243945,267,85807.36181303249
156,2024-07-30,low,139.19221655525791,0.044599316868001664,155,3120.9495196354255
157,2024-07-09,medium,703.0870802207526,0.02871093551924764,176,24488.476864482775
158,2024-10-19,medium,355.8869878023464,0.03461403805088408,74,10281.579608804313
159,2024-11-01,low,135.47843128872228,0.04300394237323915,61,3150.3723568616097
160,2023-07-26,medium,479.1910316758099,0.025956337692313237,525,18461.426929952388
161,2023-05-08,low,131.12327519023376,0.05692889195069899,604,2303.281702791403
162,2024-04-27,medium,385.7534278548343,0.026114268136625384,249,14771.749521626964
163,2023-03-20,medium,739.978768440631,0.029437965081124354,653,25136.885868347807
164,2023-11-06,medium,378.58147070621374,0.030815174305045198,422,12285.553440605745
165,2024-11-12,low,108.30116797518377,0.04854765109259109,50,2230.8219973120745
166,2023-07-22,medium,595.1569131876718,0.03457120030261309,529,17215.396282977377
167,2023-07-28,low,165.292952756948,0.05530102193072889,523,2988.967418432106
168,2023-05-18,low,126.53996278102586,0.048671647000679996,594,2599.870162175896
169,2024-10-09,low,144.62694597609377,0.04984935671752748,84,2901.2800866343305
170,2023-01-05,medium,508.6159294329392,0.03479785049959914,727,14616.30307995025
171,2024-04-01,medium,758.7489989603223,0.03082205899666038,275,24617.07697861892
172,2023-01-10,low,135.30195558302398,0.05113913982843772,722,2645.761270857054
173,2024-08-24,medium,696.0411391618861,0.02538027111977307,130,27424.49581713174
174,2023-10-08,low,186.80586973096467,0.04085293829658909,451,4572.642202006839
175,2024-10-09,medium,421.9789687739619,0.02592114659600929,84,16279.332675774767
176,2023-02-24,low,292.1156564450165,0.043376573055607104,677,6734.410670721622
177,2024-09-22,medium,375.05194116812595,0.034720549664709596,101,10802.016235052104
178,2024-11-21,low,203.1934580606147,0.055159700628090946,41,3683.7302550031463
179,2023-05-01,high,1520.092232572977,0.015328607059348555,611,99167.01672158192
180,2023-01-30,low,101.37074241554463,0.04817636942754832,702,2104.159022775564
181,2023-01-10,low,211.0179572887908,0.05028820326998247,722,4196.172135160564
182,2023-12-31,low,181.1639374433512,0.055758153274888936,367,3249.102181526869
183,2024-09-17,high,1903.6098186381573,0.016361205236459397,106,116348.99697952221
184,2024-07-09,high,1206.166489594859,0.018615000964111242,176,64795.40301503533
185,2023-05-19,low,172.5672363779263,0.04964207266652925,593,3476.229478514065
186,2024-07-11,medium,476.09738991232325,0.03391907176007154,174,14036.274143349938
187,2023-02-14,medium,750.3700734811164,0.027242843446102432,687,27543.75015829965
188,2024-05-19,medium,676.3572778811667,0.026028835457081994,227,25984.922721432842
189,2023-10-22,medium,314.92517665389914,0.03336584113500212,437,9438.55050378244
190,2023-06-28,low,126.235629103989,0.043095654357219834,553,2929.1962492928405
191,2024-03-25,low,221.31765185880062,0.056335370330879465,282,3928.573657347352
192,2024-12-03,high,1217.1220240902928,0.011141922347122996,29,109238.06378928598
193,2024-10-24,high,970.1091601018767,0.010248464115854531,69,94658.98003205212
194,2024-05-31,medium,358.239574929036,0.03442691909568667,215,10405.798263078374
195,2024-11-02,low,119.05650251689238,0.051951179481502414,60,2291.6997016262794
196,2024-01-19,low,284.193277783206,0.05255640281552344,348,5407.3959129346
197,2024-03-06,medium,316.3728772616738,0.030964138072159628,301,10217.39654190891
198,2023-06-26,high,2786.743675049267,0.013225590350801267,555,210708.45241176197
199,2023-03-31,high,1489.9814450558576,0.01248863588700807,642,119306.9810455348
200,2023-09-22,medium,552.77229347314,0.02737942846109346,467,20189.329162171412
201,2023-02-24,medium,661.8943856995148,0.031448617474196125,677,21046.851622097704
202,2024-01-31,low,180.15472307391815,0.054451101155885424,336,3308.5597765628636
203,2024-10-08,low,119.69926128794307,0.05499056806768199,85,2176.7234908469773
204,2023-01-29,high,2126.397999484145,0.01630082875686638,703,130447.23254260585
205,2024-11-13,medium,332.33185011124226,0.03118135011728278,49,10658.032729860592
206,2024-08-02,low,198.8244047650985,0.049717250046338875,152,3999.103019169093
207,2023-12-09,low,164.37067995823287,0.04015227766680537,389,4093.682588126779
208,2024-12-04,medium,511.31870002307926,0.029009162242257386,28,17626.110528564175
209,2023-08-31,low,184.5610814637273,0.052239880131600865,489,3532.9537701615614
210,2023-01-29,low,159.9812428520305,0.045387668984684694,703,3524.773279412377
211,2024-11-18,medium,548.8906397366401,0.0309231767598524,44,17750.13751010425
212,2023-06-16,medium,583.6642133283506,0.03381641734131587,565,17259.788564746843
213,2024-01-31,medium,684.5720291724103,0.0255218989637501,336,26822.926857626808
214,2023-03-17,low,212.6950830296198,0.04835628418979754,656,4398.4993179954745
215,2023-07-29,medium,480.5256467086788,0.03457895906124414,522,13896.475190522684
216,2024-12-25,low,191.35915650561049,0.054388697899376746,7,3518.362525604852
217,2023-07-30,low,293.41739399136475,0.04302000271804822,521,6820.487574452595
218,2024-08-02,medium,327.3081310744764,0.028136202294470232,152,11632.988974450336
219,2024-03-14,medium,322.22213267365265,0.026167646112534863,293,12313.760713819092
220,2024-02-08,medium,795.8549112604196,0.03460178904767767,328,23000.397758734794
221,2023-12-02,medium,645.6463294794482,0.03252986999604306,396,19847.79925520713
222,2024-01-05,medium,370.24603882151274,0.030952355759543422,362,11961.804836368754
223,2024-06-01,low,130.88254888163254,0.04756772312204405,214,2751.499132002355
224,2023-03-27,low,169.06900507796263,0.05227920922376812,646,3233.9625558279754
225,2024-12-11,low,115.93862175523198,0.04206924139843405,21,2755.899985388079
226,2024-03-19,low,221.98638484240695,0.052722353138792526,288,4210.479457508732
227,2024-07-06,high,1547.7413355349538,0.011468711277894856,179,134953.37863445195
228,2024-08-27,low,277.21598315832244,0.04105897595688665,127,6751.653607956731
229,2023-01-19,high,2378.226138730367,0.011400447181283843,713,208608.14500633886
230,2023-03-18,medium,618.6869542134733,0.031636558469289,655,19556.076392255498
231,2023-08-30,medium,702.1298185176852,0.028950250822704377,490,24252.978767528897
232,2023-01-22,medium,310.89823411639026,0.03311049385968993,710,9389.719024846396
233,2024-05-01,medium,522.0340096892669,0.03347089819597581,245,15596.653744775536
234,2024-07-25,low,255.1969899321894,0.04996613642465329,160,5107.398894389505
235,2023-02-11,low,299.8798817985253,0.04924150154071619,690,6089.982482572437
236,2024-11-24,medium,648.2523100234796,0.03169803819922849,38,20450.8653169349
237,2024-07-15,low,203.61334300671547,0.05170700578008473,170,3937.828925401408
238,2024-06-13,low,259.72175235560667,0.05143226535588796,202,5049.78247717556
239,2023-01-08,medium,525.0741526421732,0.03162082474623576,724,16605.32756042929
240,2023-05-05,low,107.10180707434401,0.042183877500087556,607,2538.9275102584324
241,2024-03-16,high,1075.9380360457255,0.014257676635480467,291,75463.7703991852
242,2024-07-02,high,2717.90552767233,0.01643294597766822,183,165393.68725278263
243,2024-02-22,high,2939.7606533534213,0.010399409693875527,314,282685.33886925527
244,2023-12-27,low,244.40140897170429,0.04628403114780497,371,5280.46937379384
245,2024-09-03,low,104.65708728220622,0.056518533798686266,120,1851.7304014818394
246,2023-07-21,high,1157.9257955445828,0.012140749097624004,530,95375.1524089394
247,2023-10-23,low,168.09317173010498,0.05576714233721739,436,3014.197333506265
248,2023-02-04,high,2174.0992741769546,0.01264861135846989,697,171884.42371747887
249,2023-05-13,high,1170.676544315857,0.01109548237001865,599,105509.29696208324
250,2023-12-12,high,1129.596460533473,0.018681451530778888,386,60466.204067301216
251,2023-11-23,low,284.5366746298705,0.059359156152111424,405,4793.4757344044465
252,2023-05-15,low,266.94637689564365,0.05774780650046699,597,4622.623664389485
253,2023-05-20,high,2595.4277010195365,0.019580557690460302,592,132551.26549761326
254,2023-12-25,low,269.1301883088719,0.04924005363235872,373,5465.67618139249
255,2023-05-02,low,164.6508628715905,0.05168423777703132,610,3185.707479752405
256,2023-06-17,medium,604.091663903828,0.03074914538913114,564,19645.803363281622
257,2023-03-04,high,2354.7979539861253,0.01698976578900239,669,138600.96620698588
258,2023-08-05,medium,343.5971419624387,0.027855224517474287,515,12335.105816393312
259,2023-12-28,medium,744.9300937076282,0.030900350540369822,370,24107.496539057473
260,2024-10-07,low,165.70493963828056,0.05700917299166153,86,2906.6364401131987
261,2023-09-14,medium,424.5211428227713,0.029091998643762308,475,14592.367751048068
262,2023-02-25,high,1407.7604976785497,0.018713499237855997,676,75227.00483674141
263,2023-10-22,low,245.65773736008623,0.04920451289299739,437,4992.585495039976
264,2024-04-01,medium,766.1504162360814,0.034274447805433164,275,22353.399260735332
265,2023-09-11,high,2365.35505755738,0.018919936332493555,478,125019.18695651539
266,2024-04-15,medium,659.6965607095373,0.03128211867542418,261,21088.61511441702
267,2024-04-29,medium,510.3915089632537,0.02773469762104811,247,18402.634704620432
268,2023-07-18,medium,330.12867934188273,0.033008699715068014,533,10001.262763803554
269,2024-07-27,low,124.43261616686209,0.04820698481319613,158,2581.2154949960704
270,2023-05-22,low,146.9268428490655,0.049092525981404816,590,2992.855631521552
271,2024-04-25,medium,457.4919127337097,0.03329693846254922,251,13739.759084706073
272,2024-07-16,medium,789.089280619911,0.03441554775766888,169,22928.27899111607
273,2023-05-14,high,2169.213821302591,0.01979276547502682,598,109596.29790185505
274,2023-09-28,high,1681.5898481410277,0.015224874439487512,461,110450.16199145956
275,2023-04-18,medium,428.4249160546247,0.03397982532149626,624,12608.21419772265
276,2024-09-15,medium,389.8545605679801,0.031104874733229596,108,12533.551860007821
277,2023-03-05,medium,699.7270593435841,0.030953987468267333,668,22605.39324896069
278,2024-03-07,medium,339.38760893484994,0.031114468787491446,300,10907.710212018457
279,2024-02-26,medium,683.5396610557459,0.026878281588529507,310,25430.928640447433
280,2024-06-24,medium,668.4764279775737,0.03378577708073727,191,19785.734878322542
281,2024-05-25,high,2970.208688388272,0.014100592637842805,221,210644.2448679003
282,2023-02-09,low,105.03247651488654,0.04838158000844094,692,2170.9186946057143
283,2024-11-01,low,232.04556803241246,0.05782730075799507,61,4012.7338642955833
284,2024-01-06,low,287.621158464656,0.05819151574064141,361,4942.664833591525
285,2024-02-18,medium,628.9798862595445,0.03182523042580171,318,19763.561106838395
286,2024-11-02,low,100.47676143241182,0.04727462486817947,60,2125.3846373732454
287,2023-11-16,low,281.37124722328474,0.05379235328428478,412,5230.692283274512
288,2023-10-22,medium,533.9603755373344,0.026042524148834297,437,20503.403298609795
289,2024-12-31,low,149.26333318685718,0.051098450356349884,1,2921.0931475597786
290,2023-01-01,medium,748.7507568008689,0.025958123476456457,731,28844.564110343807
291,2024-11-20,low,130.75108887509728,0.05310010152738271,42,2462.351014671251
292,2023-01-20,low,158.82994629941328,0.0433940758302322,712,3660.1758018950163
293,2023-10-25,medium,389.217982543593,0.029926132260965743,434,13005.956772144285
294,2024-07-20,low,216.74885120843183,0.0580869893346712,165,3731.4526659252742
295,2024-04-23,low,205.9634377884171,0.05382547162988867,253,3826.5050272972985
296,2024-09-18,medium,390.34297634915015,0.032134602869103496,105,12147.123085328489
297,2024-05-07,medium,624.3467944675695,0.027161820625465516,239,22986.19091395568
298,2023-09-28,low,233.87549301108186,0.04422984088649062,461,5287.730824338457
299,2023-09-16,medium,596.788887559973,0.03168849704605401,473,18832.981781768907
300,2024-09-10,low,238.67010890947665,0.058185331854751214,113,4101.894778314093
301,2023-08-30,low,289.56747099944073,0.05620395904802723,490,5152.083161116825
302,2023-05-26,medium,739.3740565913846,0.02519328883108553,586,29348.056204519224
303,2024-10-14,medium,481.33405436516824,0.025397222144909415,79,18952.232319692732
304,2023-10-02,medium,412.4226786794583,0.028817243227800066,457,14311.663173998306
305,2024-05-06,medium,733.7877550590856,0.030117540861927836,240,24364.132464303577
306,2023-06-28,high,2227.4943124371316,0.013628155946839254,553,163447.96178779777
307,2023-03-25,medium,601.4579533750367,0.0331553649892698,648,18140.59213553188
308,2023-12-25,low,160.24827639542056,0.05864513395924277,373,2732.507636640237
309,2024-11-28,medium,406.65674794260553,0.034193013065366214,34,11892.977877240786
310,2024-08-07,low,105.65950906937913,0.0508550455549953,147,2077.66029734685
311,2023-04-24,low,297.0345805532111,0.05219557453514431,618,5690.80009557538
312,2024-04-18,low,210.97232460723518,0.053649404935099225,258,3932.4261818458695
313,2023-05-12,low,157.8604495643936,0.04107830678155727,600,3842.915201053697
314,2023-08-30,high,1352.3413482000492,0.011762471671502392,490,114970.84847196219
315,2023-11-29,medium,761.7846183931194,0.03352262028662355,399,22724.495038864625
316,2023-08-06,medium,458.85694177927996,0.03336069306293098,514,13754.418738055021
317,2023-07-21,low,142.35053772962686,0.043991585073591556,530,3235.8583463518084
318,2023-10-29,low,253.5070857920671,0.04653861225134621,430,5447.242054037269
319,2024-02-18,low,112.95852788491524,0.054399731618689634,318,2076.453771439326
320,2024-03-20,low,297.9202760184663,0.0513195542965383,287,5805.199988624262
321,2024-12-11,medium,431.8337876603864,0.028729056936801264,21,15031.255241351735
322,2024-06-21,medium,624.324779299408,0.03201379612172915,194,19501.741590577934
323,2024-12-26,medium,743.1661114480263,0.03408835372319165,6,21801.173429575778
324,2024-03-04,low,272.2557024499992,0.05296981852449748,303,5139.826981360836
325,2023-02-11,high,1789.6752136024247,0.016793054843775877,690,106572.34376065555
326,2024-07-15,medium,633.282728679736,0.027179829213055885,170,23299.73171338168
327,2024-08-31,medium,553.7768147010559,0.027082147639374072,123,20448.039131724297
328,2024-05-03,medium,749.5618904926764,0.028232479086006557,243,26549.63059422568
329,2023-07-17,low,261.08519781182304,0.047544541297160584,534,5491.381148889439
330,2024-07-07,low,252.74722831215263,0.04441824909709591,178,5690.166394439833
331,2024-10-24,low,252.74864350631142,0.043590640689892705,69,5798.231902678041
332,2024-07-10,medium,545.4087701324161,0.02613626744789398,175,20867.890612910156
333,2023-09-02,low,205.5796161620102,0.056414287001829,487,3644.105546443317
334,2023-10-10,low,251.10939050431,0.04101430430682489,449,6122.483234770477
335,2023-08-05,low,198.43551426805348,0.05704450620816531,515,3478.608676950026
336,2023-12-26,low,230.02069806352225,0.04118402638038811,372,5585.192082458903
337,2024-10-19,high,1516.3904515771228,0.015565868887306418,74,97417.65542003902
338,2024-02-19,medium,386.3257376071822,0.03181914067201764,317,12141.300156070036
339,2023-11-21,low,226.96928187301685,0.04404888560324126,407,5152.667967979552
340,2023-11-16,low,210.07959295898058,0.05623437111793575,412,3735.7862955095175
341,2024-02-20,low,174.96533995543626,0.044939731500007504,316,3893.333006571413
342,2023-08-03,low,240.24411469060962,0.041416086280228005,517,5800.744016831496
343,2023-08-27,low,266.5347614174402,0.05886917934528224,493,4527.577322832177
344,2023-07-31,low,292.9574010340025,0.04865077508631357,520,6021.638925880489
345,2023-07-13,low,224.64056819350992,0.057147291149410404,538,3930.9049243680133
346,2024-02-04,medium,411.71199502146715,0.02527702668758006,332,16287.991467911179
347,2023-09-20,medium,492.28311624262176,0.03384371059017667,469,14545.778452127226
348,2024-07-15,low,201.0143823090977,0.050604378970245716,170,3972.2724870764605
349,2024-10-28,low,238.2948090471776,0.05149034520748509,65,4627.951280709942
350,2023-03-04,medium,327.2383195190094,0.030608601251469934,669,10691.057615816215
351,2024-02-28,medium,623.9794254437777,0.031415957778222994,308,19861.862237296154
352,2023-07-24,high,2402.3571499716672,0.015199202770971459,527,158058.1025315264
353,2024-10-13,medium,750.0293988760811,0.029642606134245426,80,25302.410843343132
354,2023-03-25,low,203.63729460243638,0.05560611512565858,648,3662.13849218305
355,2023-04-24,low,266.64699514308217,0.05296722933996126,618,5034.1880907467
356,2024-11-08,medium,363.1866063316607,0.028319520941629723,54,12824.602756530956
357,2024-11-05,low,104.03111047200768,0.04590899616312984,57,2266.028865069294
358,2024-04-17,medium,585.1221456307042,0.033052307393468726,259,17702.913707813535
359,2023-06-13,high,2088.4295019251213,0.010398946557220363,568,200830.8717073894
360,2023-02-16,medium,429.55322993664777,0.030780616814523053,685,13955.315857542333
361,2023-04-27,low,241.80954432054475,0.057329077000388556,615,4217.921462766718
